1000034460,at,0.25,0.25,0.25
1000034460,au,0.36,0.36,0.36
1000034460,be,0.36,0.36,0.36
1000034460,ca,0.36,0.36,0.36
1000034460,ch,0.36,0.36,0.36
1000034460,de,0.36,0.36,0.36
1000034460,dk,0.36,0.36,0.36
1000034460,es,0.36,0.36,0.36
1000034460,fi,0.36,0.36,0.36
1000034460,fr,0.36,0.36,0.36
1000034460,gb,0.36,0.36,0.36
1000034460,ie,0.36,0.36,0.36
1000034460,it,0.36,0.36,0.36
1000034460,nl,0.36,0.36,0.36
1000034460,no,0.36,0.36,0.36
1000034460,pl,0.36,0.36,0.36
1000034460,ro,0.36,0.36,0.36
1000034460,ru,0.36,0.36,0.36
1000034460,se,0.36,0.36,0.36
1000034460,ua,0.36,0.36,0.36
1000034460,us,0.36,0.36,0.36
1000079284,at,0.25,0.25,0.25
1000079284,au,0.36,0.36,0.36
1000079284,be,0.36,0.36,0.36
1000079284,ca,0.36,0.36,0.36
1000079284,ch,0.36,0.36,0.36
1000079284,de,0.36,0.36,0.36
1000079284,dk,0.36,0.36,0.36
1000079284,es,0.36,0.36,0.36
1000079284,fi,0.36,0.36,0.36
1000079284,fr,0.36,0.36,0.36
1000079284,gb,0.36,0.36,0.36
1000079284,ie,0.36,0.36,0.36
1000079284,it,0.36,0.36,0.36
1000079284,nl,0.36,0.36,0.36
1000079284,no,0.36,0.36,0.36
1000079284,pl,0.36,0.36,0.36
1000079284,ro,0.36,0.36,0.36
1000079284,ru,0.36,0.36,0.36
1000079284,se,0.36,0.36,0.36
1000079284,ua,0.36,0.36,0.36
1000079284,us,0.36,0.36,0.36
1000079284,zz,0.2,0.20,0.20
1000092635,ar,0.14,0.14,0.14
1000092635,at,0.1825,0.30,0.10
1000092635,au,0.64,1.82,0.10
1000092635,be,0.405,0.98,0.10
1000092635,br,0.11000000000000001,0.17,0.05
1000092635,ca,0.2333333333333333,0.40,0.06
1000092635,ch,0.5349999999999999,1.38,0.10
1000092635,de,0.406,0.99,0.01
1000092635,dk,0.4266666666666667,0.74,0.24
1000092635,es,0.266,0.73,0.01
1000092635,fi,0.32666666666666666,0.44,0.24
1000092635,fr,0.34,1.04,0.01
1000092635,gb,0.278,0.62,0.01
1000092635,ie,0.458,1.64,0.01
1000092635,it,0.29600000000000004,0.86,0.01
1000092635,mx,0.79,1.55,0.03
1000092635,nl,0.3225,0.63,0.10
