"click_id","hs_id","otaCode"
47407390,690004158,"ctrp"
47407474,690191710,"bkng"
47407519,690118543,"amom"
47407558,690190335,"ctrp"
47407591,690021263,"bkng"
47407600,690296262,"bkng"
47407693,690201840,"agda"
47407702,690007647,"bkng"
47407831,690744575,"bkng"
47408083,690171320,"bkng"
47408248,690175130,"ctrp"
47408254,690000512,"agda"
47408260,690000965,"ctrp"
47408284,690225631,"bkng"
47408308,690067174,"bkng"
47408317,690197986,"amom"
47408329,690191336,"expd"
47408464,690190174,"bkng"
47408491,690197048,"bkng"
47408737,690175130,"expd"
47408941,690112057,"htls"
47408962,690187215,"bkng"
47409088,690122769,"htde"
47409448,690118543,"expd"
47409508,690023391,"last"
47409571,690193190,"last"
47409595,690196582,"bkng"
47409682,690000160,"amom"
47409688,690010108,"bkng"
47409742,690196582,"bkng"
47409769,690187405,"bkng"
47409823,690175130,"htls"
47409967,690199059,"bkng"
47409982,690201863,"ctrp"
47409994,690029038,"bkng"
47410159,690189440,"bkng"
47410243,690201863,"ctrp"
47410327,690118543,"bkng"
47410411,690196582,"bkng"
47410465,690195493,"agda"
47410522,690238515,"htls"
47410537,690197048,"bkng"
47410675,690175226,"last"
47410714,690046517,"htls"
47410765,690095323,"bkng"
47410876,690206463,"last"
47410921,690296262,"bkng"
47410930,690018791,"bkng"
47410939,690206463,"last"
47410948,690113979,"ctrp"
47410954,690113979,"ctrp"
47410975,690192878,"bkng"
47410999,690225631,"ctrp"
47411086,690206463,"last"
47411194,690190174,"htls"
47411248,690000444,"amom"
47411335,690206463,"bkng"
47411338,690358772,"bkng"
47411395,690196582,"bkng"
47411752,690122769,"agda"
47411851,690029038,"htls"
47411947,1000326668,"expd"
47411950,690259444,"bkng"
47412148,690190709,"amom"
47412178,690046374,"bkng"
47412352,690118543,"bkng"
47412451,150396503,"bkng"
47412481,690232328,"htls"
47412496,690176872,"amom"
47412586,690122769,"htde"
47412604,690173391,"last"
47412649,690122769,"htde"
47412688,690189260,"amom"
47412823,690007647,"bkng"
47412835,690206463,"bkng"
47412880,690206463,"bkng"
47413048,690171102,"amom"
47413261,690000444,"bkng"
47413387,690252385,"bkng"
47413636,690333720,"last"
47413678,690117623,"ctrp"
47413726,690008271,"last"
47413750,690223098,"bkng"
47413804,690225631,"ctrp"
47413828,690086749,"bkng"
47413900,690296262,"bkng"
47413939,690078377,"bkng"
47414125,690358772,"bkng"
47414137,690224164,"nhtl"
47414215,690358772,"bkng"
47414218,690225631,"htde"
47414416,690206463,"bkng"
47414524,690182304,"htls"
47414530,690189244,"bkng"
47414764,690113979,"otel"
47414782,690595025,"htls"
47414881,690226704,"bkng"
47415019,690549719,"bkng"
47415073,690223098,"bkng"
47415136,690175229,"agda"
47415142,690351087,"bkng"
47415160,690201644,"bkng"
47415313,690122769,"htls"
47415319,690187265,"amom"
47415397,690170089,"otel"
47415433,690198561,"bkng"
47415481,690206463,"init"
47415685,690113248,"bkng"
47415907,690022624,"bkng"
47415916,690122769,"bkng"
47415946,690239653,"bkng"
47416018,690105666,"bkng"
47416189,690113979,"otel"
47416312,690028473,"amom"
47416327,690144327,"bkng"
47416999,690122769,"htde"
47417062,690008271,"bkng"
47417350,690206463,"init"
47417617,690206463,"init"
47417635,690122769,"htde"
47417689,690122769,"expd"
47417713,690206463,"bkng"
47417722,690113248,"bkng"
47417746,690113248,"htls"
47417953,690221681,"bkng"
47418358,690011461,"hrsd"
47418367,690187382,"bkng"
47418373,690293993,"bkng"
47418412,690201863,"bkng"
47418529,690105666,"last"
47418661,690358772,"bkng"
47418667,690004158,"ctrp"
47418841,1002473614,"bkng"
47418958,690225631,"ctrp"
47418970,690118543,"htls"
47419024,690225631,"ctrp"
47419078,690000444,"elvl"
47419081,690118543,"htls"
47419276,690004158,"ctrp"
47419318,690243726,"htls"
47419351,690071036,"bkng"
47419543,690189506,"bkng"
47419606,690105666,"last"
47419654,690122769,"bkng"
47419717,690021548,"bkng"
47419783,690206463,"bkng"
47419801,690000444,"bkng"
47419846,690433544,"bkng"
47419885,690181539,"bkng"
47419924,690113248,"agda"
47419936,690197312,"bkng"
47419984,690223534,"otel"
47420068,690135864,"bkng"
47420125,690201863,"htde"
47420131,690190174,"bkng"
47420182,690190174,"bkng"
47420230,690000965,"bkng"
47420440,690197418,"bkng"
47420455,690000012,"last"
47420458,690738686,"bkng"
47420560,1001550787,"agda"
47420719,690196582,"bkng"
47420746,690000414,"htls"
47420821,690000284,"bkng"
47420902,690078377,"agda"
47421115,690000284,"htls"
47421148,690008271,"bkng"
47421337,690619205,"bkng"
47421361,690203244,"last"
47421370,690122769,"htde"
47421397,690000965,"expd"
47421430,690000965,"expd"
47421436,690196582,"bkng"
47421508,690187347,"agda"
47421523,690190177,"amom"
47421733,690011461,"bkng"
47421823,690118543,"elvl"
47421922,690044056,"htls"
47421949,690122769,"htde"
47422027,690007647,"last"
47422093,690007647,"last"
47422129,690193190,"amom"
47422201,690122769,"bkng"
47422306,690206463,"htde"
47422405,690000414,"htls"
47422741,690118543,"htls"
47422774,690113248,"agda"
47423008,690593180,"htls"
47423050,690206463,"bkng"
47423095,690122769,"bkng"
47423479,690462591,"bkng"
47423641,690118543,"expd"
47423716,690619205,"htls"
47423911,690270369,"htls"
47423995,690270369,"htls"
47424085,690221681,"htde"
47424121,690118543,"expd"
47424346,690170453,"last"
47424451,690358248,"last"
47424460,690224184,"bkng"
47424511,690296262,"bkng"
47424556,690206463,"init"
47424877,690046374,"ctrp"
47424934,690022624,"otel"
47424991,690619205,"expd"
47425105,690122769,"bkng"
47425270,690122769,"htde"
47425444,690187202,"amom"
47425606,690118543,"expd"
47425888,690192446,"bkng"
47426032,690000037,"amom"
47426041,690358772,"bkng"
47426146,690189357,"amom"
47426308,690000273,"bkng"
47426479,690199059,"bkng"
47426599,690206463,"init"
47426638,690196582,"bkng"
47426665,690223531,"bkng"
47426698,690358772,"bkng"
47426713,690182304,"htls"
47426803,690619205,"last"
47427367,690182304,"bkng"
47427643,690189806,"sids"
47427769,690186921,"bkng"
47427904,690206463,"bkng"
47427967,690199059,"bkng"
47427976,690000357,"htls"
47429113,690433544,"bkng"
47429122,690187466,"htls"
47429155,690047555,"bkng"
47429188,690192850,"htls"
47429191,690181334,"bkng"
47429194,690017015,"htls"
47429215,690223098,"htde"
47429221,690259782,"bkng"
47429230,690010421,"bkng"
47429512,690358772,"bkng"
47429572,690169853,"bkng"
47429722,690433544,"bkng"
47429842,690007054,"bkng"
47431039,690189244,"bkng"
47431060,690002045,"htls"
47431132,690045598,"bkng"
47431315,690206463,"htde"
47431435,690197050,"hrsd"
47431723,690190310,"bkng"
47431927,690118543,"last"
47431936,690191736,"bkng"
47431975,690118543,"expd"
47432023,690122769,"bkng"
47432221,690085106,"htls"
47432263,690259444,"bkng"
47432479,690225631,"ctrp"
47432521,690201893,"amom"
47432977,690296262,"bkng"
47433001,690462591,"bkng"
47433136,690893635,"bkng"
47433199,690105666,"bkng"
47433376,690201893,"elvl"
47433460,1000335763,"bkng"
47433631,690201893,"elvl"
47433871,690118543,"last"
47433877,1001410982,"bkng"
47433880,690232328,"htls"
47434033,690122769,"htde"
47434153,690000965,"bkng"
47434156,690189244,"bkng"
47434462,690027711,"htls"
47434501,690118543,"elvl"
47434543,690203244,"agda"
47434555,690122769,"htde"
47435026,690433544,"bkng"
47435311,690196582,"bkng"
47435326,690000965,"htls"
47435332,690206463,"last"
47435419,1001715347,"hawy"
47435452,690000965,"bkng"
47435455,690057604,"last"
47435926,690206463,"htde"
47435953,690118543,"expd"
47436094,690105666,"bkng"
47436304,690122769,"bkng"
47436409,690118543,"expd"
47436502,690022624,"bkng"
47436517,690105666,"last"
47436697,690358772,"htde"
47436754,690206463,"htde"
47437093,690113248,"htls"
47437096,690086749,"htde"
47437231,690201893,"elvl"
47437252,690000444,"amom"
47437495,690086749,"htde"
47437564,690324532,"bkng"
47437588,690237296,"bkng"
47437675,690118543,"expd"
47437798,690223715,"bkng"
47438035,690225631,"last"
47438068,690122769,"htde"
47438119,690214118,"bkng"
47438188,690000037,"otel"
47438374,690196582,"bkng"
47438569,690201893,"elvl"
47438740,690270814,"last"
47438776,690118543,"expd"
47439334,690200761,"otel"
47439916,690619205,"htls"
47440003,690411015,"bkng"
47440228,690122769,"agda"
47440315,690191527,"last"
47440480,690333720,"ctrp"
47440525,690206463,"bkng"
47440639,690122769,"htde"
47440747,690196716,"bkng"
47441842,690008271,"htls"
47441845,690084596,"bkng"
47441875,690135864,"agda"
47441920,690008271,"bkng"
47442352,690113979,"ctrp"
47442403,691038570,"bkng"
47442730,691038570,"bkng"
47442898,690666808,"bkng"
47443054,690171414,"htls"
47443087,690022624,"bkng"
47443192,690122769,"bkng"
47443303,690191037,"bkng"
47443666,690201441,"amom"
47443714,690200761,"bkng"
47443921,690201441,"elvl"
47443924,690187265,"amom"
47444053,690411271,"agda"
47444155,690201441,"ctrp"
47444221,690223531,"bkng"
47444338,690200761,"otel"
47444362,690031508,"amom"
47444377,690022624,"bkng"
47444458,691038570,"htls"
47444461,690022624,"bkng"
47444485,690223098,"amom"
47444644,690225513,"bkng"
47444749,690011461,"agda"
47445088,690086749,"bkng"
47445229,690135864,"agda"
47445703,690071036,"ctrp"
47445820,691025764,"bkng"
47446363,690122769,"bkng"
47446402,690189264,"otel"
47446474,690192150,"otel"
47446486,690192150,"otel"
47446588,690000444,"bkng"
47446894,690021548,"bkng"
47446924,690000444,"last"
47447116,690196582,"bkng"
47447170,690189244,"bkng"
47447314,690219011,"bkng"
47447368,690192878,"bkng"
47447455,690198561,"bkng"
47447653,690122769,"ebok"
47447860,690122769,"bkng"
47447938,690225631,"bkng"
47447962,690000444,"bkng"
47448028,690196582,"bkng"
47448124,690000444,"bkng"
47448283,690225631,"ctrp"
47448529,150396503,"bkng"
47448745,690007054,"otel"
47448982,690189228,"agda"
47449063,690619205,"bkng"
47449084,690549719,"expd"
47449702,690189228,"agda"
47450008,690196582,"bkng"
47450518,690196582,"bkng"
47450566,690196582,"bkng"
47450578,690206463,"last"
47450674,690206463,"last"
47450809,690046961,"bkng"
47450827,690206463,"last"
47450953,690358772,"bkng"
47451478,690236421,"last"
47451769,690007054,"bkng"
47452366,690000414,"agda"
47452702,690122769,"htde"
47453467,690198561,"ctrp"
47453572,690007054,"htls"
47453671,690358772,"bkng"
47453758,690007054,"amom"
47453812,690007054,"amom"
47453980,690118543,"expd"
47454415,690122769,"htde"
47454805,690358772,"bkng"
47454979,690086749,"bkng"
47455033,690000037,"amom"
47455135,690225631,"ctrp"
47455714,690358772,"bkng"
47456077,690118543,"elvl"
47456110,690118543,"elvl"
47456725,690192878,"agda"
47457385,690122769,"htde"
47457529,690358772,"bkng"
47457616,690358772,"bkng"
47458180,690223531,"htls"
47458516,690027711,"htls"
47458549,690358772,"bkng"
47458597,690168368,"bkng"
47458699,690022624,"bkng"
47459269,690223287,"bkng"
47459347,690000444,"elvl"
47459677,690319689,"htls"
47459731,690319689,"htls"
47460211,690784042,"htls"
47460286,690333720,"ctrp"
47460481,690168368,"bkng"
47462029,690196582,"bkng"
47462542,690358772,"bkng"
47462743,690122769,"bkng"
47462791,690000444,"bkng"
47462824,690000414,"htls"
47462887,690122769,"bkng"
47463433,690192878,"bkng"
47463451,690192878,"bkng"
47463610,690000444,"bkng"
47463718,690113248,"htde"
47464075,690221681,"htde"
47464324,690221681,"htde"
47466397,690000404,"bkng"
47466940,690122769,"hrsd"
47466988,690180122,"ctrp"
47467198,690358772,"bkng"
47467339,690122769,"hrsd"
47467351,690195284,"bkng"
47469439,690358772,"bkng"
47469559,690182304,"bkng"
47469649,690196582,"bkng"
47469700,690017480,"last"
47469760,690122769,"hrsd"
47469853,690221681,"bkng"
47469877,690221681,"bkng"
47470093,690206463,"init"
47470258,1000495683,"bkng"
47470678,690197986,"bkng"
47470699,690191101,"amom"
47470855,690221681,"htde"
47471215,690221681,"bkng"
47471242,690221681,"bkng"
47471497,690201441,"ctrp"
47471536,690086749,"last"
47471656,690224264,"htls"
47471674,690358772,"agda"
47471734,690201863,"amom"
47472208,690224264,"amom"
47472811,690000414,"agda"
47472826,690000012,"last"
47472886,690000359,"htls"
47473072,690192878,"agda"
47473099,690196582,"bkng"
47473618,690000444,"amom"
47473684,690000444,"bkng"
47474326,690018755,"bkng"
47474797,690028003,"expd"
47474857,690028003,"expd"
47474926,690227507,"bkng"
47474995,690218786,"bkng"
47475241,690333720,"ctrp"
47475355,690046958,"ctrp"
47475457,1000598970,"bkng"
47475838,690122769,"htde"
47476771,690196479,"hawy"
47476894,690246885,"bkng"
47476936,690195707,"elvl"
47477005,690190335,"bkng"
47477089,690195707,"elvl"
47477977,690021548,"bkng"
47477995,690192911,"bkng"
47478283,690358772,"bkng"
47478319,690105666,"bkng"
47478343,690206463,"bkng"
47478382,690191101,"last"
47478409,690316577,"amom"
47478487,690433544,"bkng"
47478541,690001240,"bkng"
47478550,690196582,"htls"
47478559,690065156,"otel"
47478607,690122769,"htde"
47478628,690000051,"bkng"
47478670,690182304,"bkng"
47478703,690002822,"otel"
47478736,690551862,"bkng"
47478814,690122769,"htde"
47478838,690187471,"amom"
47478910,690293962,"htls"
47479012,690118543,"expd"
47479195,690187265,"bkng"
47479240,150043183,"htls"
47479327,690206463,"bkng"
47479351,690093431,"hawy"
47479522,690000444,"bkng"
47479726,690214118,"bkng"
47480035,690234148,"bkng"
47480050,690189582,"bkng"
47480074,690000444,"bkng"
47480236,690227507,"bkng"
47480353,690196581,"ctrp"
47480452,1000335763,"bkng"
47480500,690181444,"bkng"
47480602,690409410,"bkng"
47480869,690234839,"agda"
47480935,690146657,"bkng"
47481115,690197787,"bkng"
47481268,690358772,"bkng"
47481328,690198561,"ctrp"
47481400,150043183,"htls"
47481403,1000332182,"bkng"
47481583,1000492025,"bkng"
47481649,690206463,"init"
47481700,690198561,"ctrp"
47481727,690105666,"bkng"
47481868,690181620,"agda"
47481913,690118543,"last"
47482144,690113248,"htls"
47482324,1000840250,"bkng"
47482327,1000840250,"bkng"
47482744,690191101,"bkng"
47482837,690183759,"bkng"
47482888,690135864,"agda"
47482975,690105666,"bkng"
47483233,690462591,"bkng"
47483275,690122769,"bkng"
47483299,690192770,"bkng"
47483317,690095323,"bkng"
47483347,690113248,"bkng"
47483371,690181351,"bkng"
47483389,690214118,"last"
47483395,690206463,"init"
47483398,690197986,"last"
47483470,690183093,"htls"
47483518,690171582,"amom"
47483626,690175370,"bkng"
47484007,690189397,"htls"
47484097,690358772,"htde"
47484127,690118543,"last"
47484319,690018755,"elvl"
47484442,690052513,"bkng"
47484448,690646345,"bkng"
47484463,1000293954,"bkng"
47484496,690105666,"bkng"
47484508,690206463,"bkng"
47484514,690169853,"bkng"
47484517,690462591,"bkng"
47484643,690019274,"htls"
47484649,690027704,"bkng"
47484769,690021548,"bkng"
47485057,1000492025,"bkng"
47485078,690206463,"bkng"
47485138,690010108,"bkng"
47485255,690358772,"bkng"
47485264,690206463,"bkng"
47485309,690122769,"expd"
47485696,690181376,"htls"
47485789,690195493,"htls"
47485981,690181772,"htls"
47486008,690043712,"htls"
47486119,690182304,"amom"
47486149,690008271,"bkng"
47486161,690198720,"bkng"
47486221,150396503,"bkng"
47486281,690214118,"bkng"
47486341,150396503,"htls"
47486428,690203244,"last"
47486491,690021548,"bkng"
47486533,690225114,"agda"
47486602,690206463,"bkng"
47486626,690181772,"ebok"
47486764,690122769,"ebok"
47486767,690191710,"amom"
47486920,690168225,"bkng"
47486962,690358772,"htls"
47487130,690196055,"amom"
47487163,690248209,"bkng"
47487223,690022624,"last"
47487232,690022624,"last"
47487241,690192878,"bkng"
47487250,690197965,"ctrp"
47487316,690197986,"ctrp"
47487346,690508797,"bkng"
47487463,690022624,"last"
47487484,690118543,"expd"
47487490,690118543,"expd"
47487529,690019274,"htls"
47487559,1000493931,"bkng"
47487682,690021548,"bkng"
47487955,690008271,"bkng"
47487991,690168225,"bkng"
47487997,690290959,"bkng"
47488099,690118543,"last"
47488162,690018755,"ctrp"
47488198,690196582,"bkng"
47488336,690192878,"bkng"
47488441,690000414,"htde"
47488555,690175401,"agda"
47488696,690113531,"htls"
47488702,690118543,"expd"
47488777,690022624,"bkng"
47488831,690118543,"expd"
47488900,690008271,"last"
47488915,690157784,"bkng"
47488954,690206463,"bkng"
47489176,690207430,"htls"
47489242,690168225,"htde"
47489278,690122769,"bkng"
47489308,690207430,"htls"
47489377,690206463,"bkng"
47489530,690225631,"amom"
47489596,690206463,"init"
47489653,150005845,"amom"
47489689,690196445,"bkng"
47489710,690105666,"last"
47489782,690010108,"htde"
47489902,1000461526,"bkng"
47489911,690076959,"bkng"
47489947,690189287,"bkng"
47490010,690074684,"amom"
47490106,690181635,"amom"
47490133,690203477,"bkng"
47490142,690206463,"bkng"
47490214,690021548,"bkng"
47490325,690181376,"amom"
47490442,690201863,"amom"
47490454,690068698,"htls"
47490526,690057604,"htls"
47490532,1001483579,"bkng"
47490631,690122769,"htde"
47490673,690191101,"last"
47490697,690118543,"expd"
47490730,690105666,"last"
47490793,690113918,"bkng"
47490880,690008271,"htls"
47490949,690189244,"bkng"
47491018,1001529412,"bkng"
47491078,690122769,"htde"
47491099,690223531,"bkng"
47491261,690192878,"bkng"
47491345,690192878,"bkng"
47491435,690433544,"bkng"
47491477,690223532,"otel"
47491540,690169557,"amom"
47491543,690169557,"amom"
47491564,690000444,"bkng"
47491633,690911164,"htls"
47491675,1000492025,"bkng"
47491717,690168368,"expd"
47491723,690206463,"htde"
47491849,690189440,"bkng"
47491861,690351087,"bkng"
47491888,690015811,"otel"
47492002,690118543,"last"
47492032,690619205,"bkng"
47492065,690196582,"bkng"
47492155,690118543,"expd"
47492218,690224400,"amom"
47492353,690192040,"bkng"
47492572,690225631,"ctrp"
47492575,690225631,"ctrp"
47492608,690201863,"amom"
47492617,690118543,"ebok"
47492620,690118543,"ebok"
47492629,690175226,"bkng"
47492728,690226148,"htls"
47492737,690086749,"bkng"
47492803,690196582,"bkng"
47492869,690105666,"last"
47492875,690105666,"last"
47492887,690196857,"agda"
47492923,690225631,"amom"
47493025,690619205,"bkng"
47493064,690195493,"agda"
47493097,690192878,"bkng"
47493121,1000288753,"amom"
47493139,690358772,"htls"
47493175,690214118,"bkng"
47493406,690206463,"init"
47493409,690206463,"bkng"
47493427,690270670,"amom"
47493430,690223289,"agda"
47493469,690206463,"bkng"
47493475,690021935,"last"
47493505,690122769,"agda"
47493511,690122769,"agda"
47493592,690086749,"last"
47493601,690274278,"amom"
47493628,690021935,"last"
47493664,690206463,"bkng"
47493736,690259444,"bkng"
47493748,690206463,"init"
47493751,690206463,"init"
47493802,1000840250,"bkng"
47493841,1001715347,"bkng"
47493856,1000591651,"bkng"
47493910,690189357,"amom"
47494348,690333720,"amom"
47494402,690153322,"amom"
47494417,690000444,"bkng"
47494447,690002822,"htls"
47494486,690002822,"htls"
47494600,690223098,"amom"
47494738,690225631,"amom"
47494789,690136967,"bkng"
47494816,690218346,"ctrp"
47494819,690218346,"ctrp"
47494828,690206463,"last"
47494930,690105666,"bkng"
47494939,690296262,"bkng"
47495005,690206463,"last"
47495008,690206463,"last"
47495080,1000840250,"bkng"
47495119,690092803,"elvl"
47495194,690225631,"amom"
47495218,690196838,"bkng"
47495224,690206463,"bkng"
47495257,690118543,"bkng"
47495341,690206463,"init"
47495350,690065156,"bkng"
47495404,690077312,"bkng"
47495563,690007647,"htls"
47495578,690358772,"bkng"
47495593,690225631,"last"
47495650,690225631,"htde"
47495674,690192878,"bkng"
47495722,690008271,"bkng"
47495734,690195493,"agda"
47495752,690197986,"ctrp"
47495788,690118543,"expd"
47495818,690206463,"bkng"
47495869,1000293954,"bkng"
47495899,690259444,"bkng"
47495977,690206463,"last"
47496031,690007054,"otel"
47496133,690192150,"agda"
47496241,690122769,"ebok"
47496385,690206463,"init"
47496508,690113248,"bkng"
47496586,690021935,"bkng"
47496748,690105666,"bkng"
47496856,690122769,"bkng"
47496922,690219011,"bkng"
47496961,690219011,"bkng"
47496976,690181620,"bkng"
47497081,690173391,"otel"
47497240,690153322,"amom"
47497354,690221681,"agda"
47497378,690018791,"bkng"
47497702,690118543,"htls"
47497726,690182304,"bkng"
47497792,690201863,"ctrp"
47497858,690024688,"bkng"
47497909,690206463,"bkng"
47497915,690199059,"bkng"
47497987,690118543,"elvl"
47497990,1001715347,"hawy"
47498107,690206463,"last"
47498161,690181635,"agda"
47498404,690189357,"elvl"
47498725,690118543,"expd"
47498755,690304466,"htls"
47498806,690206463,"init"
47498833,690017480,"last"
47498863,690194375,"bkng"
47498881,690118543,"expd"
47498902,690084596,"bkng"
47498938,690002710,"ctrp"
47498950,690549719,"expd"
47498983,690000444,"bkng"
47499031,690224940,"agda"
47499037,690224940,"agda"
47499088,690105666,"bkng"
47499112,690118543,"bkng"
47499214,690224940,"agda"
47499265,690112057,"ctrp"
47499274,690404481,"bkng"
47499340,690223098,"bkng"
47499577,690296262,"bkng"
47499802,1000288753,"last"
47500054,690071036,"bkng"
47500078,690246885,"bkng"
47500102,690071036,"bkng"
47500246,690187265,"amom"
47500258,690206463,"bkng"
47500339,690046374,"ctrp"
47500426,690223098,"amom"
47500429,690122769,"bkng"
47500459,690358772,"bkng"
47500462,690157386,"htls"
47500549,690122769,"bkng"
47500678,690206463,"bkng"
47500714,560374669,"last"
47500813,690153322,"htls"
47500819,1001483579,"bkng"
47500927,690358772,"htls"
47501050,690875729,"htls"
47501059,690206463,"last"
47501071,690187215,"amom"
47501170,690206463,"last"
47501215,690195493,"sids"
47501305,1003141766,"hawy"
47501446,690187267,"agda"
47501776,690168368,"htls"
47501875,690166782,"bkng"
47501932,690166782,"bkng"
47501938,690206463,"bkng"
47502043,690196187,"bkng"
47502130,690462591,"bkng"
47502220,690105666,"bkng"
47502226,690206463,"last"
47502352,690198281,"bkng"
47502358,690201863,"amom"
47502415,690206463,"last"
47502574,690566298,"last"
47502610,690007208,"htls"
47502694,690118543,"expd"
47502697,690086749,"bkng"
47502820,690206463,"last"
47502970,690223531,"bkng"
47503213,1000293954,"bkng"
47503228,1001731123,"bkng"
47503231,690189390,"bkng"
47503414,690122769,"htde"
47503582,690022624,"last"
47503585,690022624,"last"
47503705,690018755,"bkng"
47504041,690190305,"ctrp"
47504065,690157782,"amom"
47504083,690290959,"bkng"
47504137,690195707,"amom"
47504194,690000444,"bkng"
47504296,690191351,"otel"
47504416,690189244,"bkng"
47504650,690358772,"bkng"
47504788,690123347,"bkng"
47504893,690358772,"bkng"
47504947,690021548,"bkng"
47505106,690000357,"htls"
47505229,690000012,"last"
47505262,690018791,"bkng"
47505274,690113979,"bkng"
47505325,690171972,"htls"
47505523,690105666,"bkng"
47505622,690203244,"agda"
47505757,690000965,"bkng"
47505793,690010108,"bkng"
47506033,690187265,"amom"
47506066,690105666,"bkng"
47506096,690020929,"agda"
47506291,690021548,"bkng"
47506321,690196479,"last"
47506408,690022624,"bkng"
47506411,690022624,"bkng"
47506435,690182304,"htls"
47506471,690191710,"bkng"
47506606,690197787,"bkng"
47506645,690135864,"htls"
47506693,690358772,"bkng"
47506720,1000589710,"bkng"
47506723,1000589710,"bkng"
47506729,690168750,"bkng"
47506798,690000037,"agda"
47506909,690170081,"last"
47506921,690189244,"bkng"
47506936,690243367,"bkng"
47506975,690022624,"bkng"
47506981,690000965,"bkng"
47506996,690198561,"bkng"
47506999,690000444,"bkng"
47507221,690198561,"bkng"
47507278,1000840250,"bkng"
47507428,690358772,"bkng"
47507503,690274278,"htls"
47507836,690000037,"bkng"
47507860,690122769,"bkng"
47507881,690358772,"bkng"
47507890,690201863,"amom"
47507965,690175370,"bkng"
47507968,690175370,"bkng"
47508076,690002045,"last"
47508085,690002045,"last"
47508097,690203521,"amom"
47508100,690203521,"amom"
47508124,690105666,"bkng"
47508130,690000435,"htde"
47508181,690192443,"htls"
47508208,690549719,"expd"
47508211,690549719,"expd"
47508337,690018755,"bkng"
47508358,690206463,"bkng"
47508463,690010108,"bkng"
47508484,690192446,"bkng"
47508577,690095904,"htls"
47508622,690223098,"bkng"
47508763,690000414,"agda"
47508949,690001889,"bkng"
47509045,690071036,"ctrp"
47509171,690206463,"bkng"
47509246,690000016,"bkng"
47509258,690000016,"bkng"
47509309,690226734,"last"
47509354,690021548,"bkng"
47509357,690021548,"bkng"
47509408,690113979,"ctrp"
47509462,690000414,"htde"
47509639,690189244,"last"
47509678,690135864,"bkng"
47509699,690462591,"bkng"
47509705,690206463,"bkng"
47509735,690195088,"htls"
47509762,690358772,"bkng"
47509807,690358772,"bkng"
47509849,690189244,"bkng"
47509978,690315656,"htls"
47509993,690004158,"ctrp"
47510014,690000284,"ctrp"
47510095,690214118,"bkng"
47510101,690358772,"bkng"
47510164,690188069,"last"
47510275,690000037,"bkng"
47510293,690839430,"htls"
47510329,690159609,"bkng"
47510353,690201840,"bkng"
47510389,690118543,"expd"
47510581,690214118,"bkng"
47510635,690122769,"htls"
47510734,690105666,"bkng"
47510956,690182304,"bkng"
47510980,690198561,"ctrp"
47510989,690206463,"init"
47511208,690195088,"bkng"
47511385,690181376,"bkng"
47511508,690166782,"bkng"
47511586,690259444,"bkng"
47511676,690192878,"bkng"
47511745,690191101,"amom"
47511748,690004158,"ctrp"
47511922,690218787,"bkng"
47512129,690206463,"htls"
47512192,690289516,"elvl"
47512378,690206463,"init"
47512402,690206463,"init"
47512465,690028473,"bkng"
47512480,690000414,"ctrp"
47512564,690118543,"expd"
47512630,690118543,"expd"
47512726,690259782,"bkng"
47512789,690189776,"bkng"
47512882,690105666,"last"
47513101,690000435,"htls"
47513413,690238515,"bkng"
47513437,690358772,"bkng"
47513446,690010108,"bkng"
47513467,690189827,"agda"
47513482,690358772,"bkng"
47513539,690198561,"bkng"
47513635,690122769,"bkng"
47513638,690028003,"expd"
47513728,690206463,"last"
47513803,690191736,"bkng"
47513992,690196582,"htls"
47514055,690002710,"ctrp"
47514133,690021935,"bkng"
47514136,690358772,"bkng"
47514346,690173720,"last"
47514433,690358772,"bkng"
47514451,690113248,"bkng"
47514517,690225631,"ctrp"
47514574,690214118,"htls"
47514586,690206463,"agda"
47514715,690225631,"ctrp"
47514817,690113248,"bkng"
47514970,690462591,"bkng"
47515009,690206463,"init"
47515066,690122769,"htde"
47515249,690221681,"htls"
47515282,690122769,"bkng"
47515366,690228586,"bkng"
47515546,690232328,"htls"
47515621,690201863,"amom"
47515915,690206463,"bkng"
47516260,690232328,"bkng"
47516377,690206463,"bkng"
47516575,690022624,"bkng"
47516614,690113248,"htls"
47516623,690223459,"otel"
47516743,690189244,"bkng"
47516797,690223459,"otel"
47516857,690462591,"bkng"
47516860,690462591,"bkng"
47516878,690046958,"htls"
47516920,690196582,"bkng"
47517049,690221681,"bkng"
47517298,690021097,"bkng"
47517394,690206463,"last"
47517415,690198281,"ctrp"
47517562,690266447,"bkng"
47517607,690189244,"bkng"
47517643,690259782,"bkng"
47517718,690004158,"ctrp"
47517814,690206463,"bkng"
47517985,690206463,"bkng"
47518027,690206463,"last"
47518078,690244510,"expd"
47518510,690000444,"bkng"
47518561,1000492025,"bkng"
47518585,690067174,"htls"
47518618,690000284,"ctrp"
47518633,690196582,"bkng"
47518693,690206463,"last"
47518732,690619205,"htls"
47518798,690182304,"bkng"
47518912,690189273,"amom"
47519056,691023137,"bkng"
47519059,690196761,"htls"
47519149,690046374,"ctrp"
47519266,690015811,"bkng"
47519713,690008271,"htls"
47519755,690008271,"htls"
47519851,690026897,"last"
47519974,690191736,"last"
47520001,690175226,"bkng"
47520061,690196716,"htls"
47520073,690095323,"bkng"
47520079,690105666,"bkng"
47520100,690404481,"agda"
47520142,690171414,"bkng"
47520232,690146657,"amom"
47520457,690000414,"agda"
