1000034460,at,0.21,0.21,0.21
1000034460,au,0.21,0.21,0.21
1000034460,be,0.21,0.21,0.21
1000034460,ca,0.21,0.21,0.21
1000034460,ch,0.21,0.21,0.21
1000034460,de,0.21,0.21,0.21
1000034460,dk,0.21,0.21,0.21
1000034460,es,0.21,0.21,0.21
1000034460,fi,0.21,0.21,0.21
1000034460,fr,0.21,0.21,0.21
1000034460,gb,0.21,0.21,0.21
1000034460,ie,0.21,0.21,0.21
1000034460,it,0.21,0.21,0.21
1000034460,nl,0.21,0.21,0.21
1000034460,no,0.21,0.21,0.21
1000034460,pl,0.21,0.21,0.21
1000034460,ro,0.21,0.21,0.21
1000034460,ru,0.21,0.21,0.21
1000034460,ua,0.21,0.21,0.21
1000034460,us,0.3,0.30,0.30
1000079284,at,0.21,0.21,0.21
1000079284,au,0.21,0.21,0.21
1000079284,be,0.21,0.21,0.21
1000079284,ca,0.21,0.21,0.21
1000079284,ch,0.21,0.21,0.21
1000079284,de,0.21,0.21,0.21
1000079284,dk,0.21,0.21,0.21
1000079284,es,0.21,0.21,0.21
1000079284,fi,0.21,0.21,0.21
1000079284,fr,0.21,0.21,0.21
1000079284,gb,0.21,0.21,0.21
1000079284,ie,0.21,0.21,0.21
1000079284,it,0.21,0.21,0.21
1000079284,nl,0.21,0.21,0.21
1000079284,no,0.21,0.21,0.21
1000079284,pl,0.21,0.21,0.21
1000079284,ro,0.21,0.21,0.21
1000079284,ru,0.21,0.21,0.21
1000079284,se,0.21,0.21,0.21
1000079284,ua,0.21,0.21,0.21
1000079284,us,0.3,0.30,0.30
1000079284,zz,0.13,0.13,0.13
1000092635,ar,0.01,0.01,0.01
1000092635,at,0.11,0.15,0.04
1000092635,au,0.35000000000000003,0.81,0.04
1000092635,be,0.195,0.44,0.04
1000092635,br,0.025,0.03,0.02
1000092635,ca,0.2233333333333333,0.32,0.15
1000092635,ch,0.32249999999999995,0.95,0.04
1000092635,de,0.09,0.21,0.01
1000092635,dk,0.24,0.37,0.15
1000092635,es,0.124,0.29,0.01
1000092635,fi,0.27,0.39,0.15
1000092635,fr,0.20400000000000001,0.63,0.01
1000092635,gb,0.094,0.20,0.01
1000092635,ie,0.14400000000000002,0.37,0.01
1000092635,it,0.07599999999999998,0.15,0.01
1000092635,mx,0.535,1.06,0.01
1000092635,nl,0.18250000000000002,0.38,0.04
1000092635,no,0.15333333333333332,0.16,0.15
1000092635,pl,0.19000000000000003,0.33,0.10
1000092635,ro,0.045,0.08,0.01
1000092635,ru,0.605,1.06,0.15
1000092635,se,0.22666666666666668,0.38,0.15
1000092635,ua,0.5599999999999999,0.97,0.15
1000092635,us,0.41333333333333333,0.74,0.20
1000092635,zz,0.165,0.20,0.13
1000145423,at,0.21,0.21,0.21
1000145423,au,0.21,0.21,0.21
1000145423,be,0.21,0.21,0.21
1000145423,ca,0.21,0.21,0.21
1000145423,ch,0.21,0.21,0.21
1000145423,de,0.21,0.21,0.21
1000145423,dk,0.21,0.21,0.21
1000145423,es,0.21,0.21,0.21
1000145423,fi,0.21,0.21,0.21
1000145423,fr,0.21,0.21,0.21
1000145423,gb,0.21,0.21,0.21
